Pixel;Row;Correction Value Signed;Correction Value Unsigned
1024;2;-1;255
1023;0;3;3
1022;3;-3;253
1021;1;1;1
1020;2;-1;255
1019;0;3;3
1018;3;-3;253
1017;1;1;1
1016;2;-1;255
1015;0;3;3
1014;3;-3;253
1013;1;1;1
1012;2;-1;255
1011;0;3;3
1010;3;-3;253
1009;1;1;1
1008;2;-1;255
1007;0;3;3
1006;3;-3;253
1005;1;1;1
1004;2;-1;255
1003;0;3;3
1002;3;-3;253
1001;1;1;1
1000;2;-1;255
999;0;3;3
998;3;-3;253
997;1;1;1
996;2;-1;255
995;0;3;3
994;3;-3;253
993;1;1;1
992;2;-1;255
991;0;3;3
990;3;-3;253
989;1;1;1
988;2;-1;255
987;0;3;3
986;3;-3;253
985;1;1;1
984;2;-1;255
983;0;3;3
982;3;-3;253
981;1;1;1
980;2;-1;255
979;0;3;3
978;3;-3;253
977;1;1;1
976;2;-1;255
975;0;3;3
974;3;-3;253
973;1;1;1
972;2;-1;255
971;0;3;3
970;3;-3;253
969;1;1;1
968;2;-1;255
967;0;3;3
966;3;-3;253
965;1;1;1
964;2;-1;255
963;0;3;3
962;3;-3;253
961;1;1;1
960;2;-1;255
959;0;3;3
958;3;-3;253
957;1;1;1
956;2;-1;255
955;0;3;3
954;3;-3;253
953;1;1;1
952;2;-1;255
951;0;3;3
950;3;-3;253
949;1;1;1
948;2;-1;255
947;0;3;3
946;3;-3;253
945;1;1;1
944;2;-1;255
943;0;3;3
942;3;-3;253
941;1;1;1
940;2;-1;255
939;0;3;3
938;3;-3;253
937;1;1;1
936;2;-1;255
935;0;3;3
934;3;-3;253
933;1;1;1
932;2;-1;255
931;0;3;3
930;3;-3;253
929;1;1;1
928;2;-1;255
927;0;3;3
926;3;-3;253
925;1;1;1
924;2;-1;255
923;0;3;3
922;3;-3;253
921;1;1;1
920;2;-1;255
919;0;3;3
918;3;-3;253
917;1;1;1
916;2;-1;255
915;0;3;3
914;3;-3;253
913;1;1;1
912;2;-1;255
911;0;3;3
910;3;-3;253
909;1;1;1
908;2;-1;255
907;0;3;3
906;3;-3;253
905;1;1;1
904;2;-1;255
903;0;3;3
902;3;-3;253
901;1;1;1
900;2;-1;255
899;0;3;3
898;3;-3;253
897;1;1;1
896;2;-1;255
895;0;3;3
894;3;-3;253
893;1;1;1
892;2;-1;255
891;0;3;3
890;3;-3;253
889;1;1;1
888;2;-1;255
887;0;3;3
886;3;-3;253
885;1;1;1
884;2;-1;255
883;0;3;3
882;3;-3;253
881;1;1;1
880;2;-1;255
879;0;3;3
878;3;-3;253
877;1;1;1
876;2;-1;255
875;0;3;3
874;3;-3;253
873;1;1;1
872;2;-1;255
871;0;3;3
870;3;-3;253
869;1;1;1
868;2;-1;255
867;0;3;3
866;3;-3;253
865;1;1;1
864;2;-1;255
863;0;3;3
862;3;-3;253
861;1;1;1
860;2;-1;255
